Compund ID	Affinity
121593660	-6.529
23389057	-6.529
69308532	-6.527
135404215	-6.52
25550608	-6.52
55136663	-6.52
62415572	-6.515
53334698	-6.514
122696815	-6.513
70618379	-6.511
126674974	-6.507
142279171	-6.507
140073612	-6.506
28552138	-6.504
62073119	-6.503
18715057	-6.502
30755966	-6.502
16654086	-6.501
62172969	-6.5
20517057	-6.499
59514468	-6.496
11558021	-6.493
135201993	-6.492
43251496	-6.492
43599314	-6.492
62074661	-6.492
43553707	-6.491
55037219	-6.488
15532801	-6.487
23389055	-6.486
55174569	-6.485
169864780	-6.483
29038516	-6.482
67482276	-6.48
67572937	-6.475
70538737	-6.475
29296277	-6.473
68570515	-6.468
121260737	-6.464
163727827	-6.463
104854617	-6.458
58772629	-6.456
59514462	-6.455
14045773	-6.454
62173149	-6.454
123621053	-6.452
3039701	-6.45
89187297	-6.449
162271409	-6.447
16785637	-6.445
62154705	-6.441
141422730	-6.439
169864782	-6.437
22756795	-6.436
43372293	-6.435
55136662	-6.435
129933479	-6.433
130627080	-6.429
36005251	-6.42
53334694	-6.419
6919179	-6.417
24756456	-6.416
121015141	-6.415
21113396	-6.415
12812773	-6.414
138643423	-6.414
23402635	-6.411
23389054	-6.41
55036892	-6.409
96420	-6.409
62074367	-6.407
24691059	-6.406
36545212	-6.402
89050715	-6.399
130504940	-6.398
170278659	-6.394
116317298	-6.393
14173723	-6.392
55041655	-6.392
83388488	-6.392
43533557	-6.389
137229802	-6.388
43598820	-6.386
115408626	-6.382
62073744	-6.376
20215012	-6.374
142824273	-6.369
62072405	-6.367
5371876	-6.362
154058653	-6.361
126505671	-6.358
43319525	-6.357
65532866	-6.354
135496111	-6.352
138643510	-6.351
170943887	-6.35
62155287	-6.35
67218192	-6.347
63226790	-6.343
21568271	-6.338
136988225	-6.334
643394	-6.333
67508458	-6.332
156804607	-6.33
115522145	-6.327
63227520	-6.321
11819541	-6.316
70449287	-6.316
13071204	-6.314
135307746	-6.311
36832583	-6.311
87872956	-6.311
88687373	-6.309
115408627	-6.305
11389387	-6.299
129708200	-6.299
115408596	-6.298
91355552	-6.297
31535245	-6.295
85795465	-6.294
450321	-6.293
16217434	-6.292
20474887	-6.291
15554907	-6.29
136468802	-6.286
153547214	-6.284
67408208	-6.283
136156976	-6.282
936	-6.282
835746	-6.281
42943676	-6.278
129656287	-6.274
15554909	-6.273
644257	-6.272
11159323	-6.269
68036950	-6.265
130219978	-6.256
43252523	-6.256
117908113	-6.253
55167267	-6.252
51088433	-6.25
156831805	-6.246
157589192	-6.245
59156729	-6.244
145769927	-6.243
20517072	-6.241
29040678	-6.24
55042870	-6.237
57012646	-6.237
64089131	-6.237
137278557	-6.236
155654082	-6.234
21521594	-6.234
29051520	-6.234
57066748	-6.234
68757947	-6.226
116317286	-6.225
119022333	-6.225
28103819	-6.225
43093671	-6.225
96933	-6.224
29267326	-6.223
42943682	-6.223
55036942	-6.221
45079619	-6.22
156784573	-6.218
80347886	-6.217
89649491	-6.217
58207556	-6.216
55037218	-6.214
351653	-6.213
153625950	-6.211
53334699	-6.211
62160147	-6.208
130251079	-6.206
136163729	-6.206
121228649	-6.205
144069647	-6.205
65529961	-6.202
141362462	-6.2
58779722	-6.196
70171720	-6.196
47080109	-6.195
79098959	-6.195
57504532	-6.194
12254382	-6.191
123650531	-6.184
137272909	-6.184
30057507	-6.184
115408581	-6.183
88687856	-6.183
156111910	-6.182
60753376	-6.182
106218137	-6.177
148048380	-6.175
154215169	-6.173
69160252	-6.171
16793970	-6.168
108069456	-6.165
44122614	-6.165
86723289	-6.165
136312202	-6.164
64088008	-6.163
115408610	-6.162
140808813	-6.159
62160333	-6.159
167239622	-6.152
67952719	-6.148
12267034	-6.144
139494866	-6.143
29033621	-6.143
90244946	-6.143
24706580	-6.141
43252516	-6.141
70558091	-6.139
29788904	-6.136
69968915	-6.135
28387487	-6.129
29033562	-6.129
156709507	-6.128
108069175	-6.121
76848702	-6.121
123486589	-6.116
118705755	-6.113
83652456	-6.113
12404026	-6.107
43093725	-6.107
123302989	-6.106
43107908	-6.106
68012899	-6.103
115408583	-6.098
54082590	-6.096
54935963	-6.094
87574485	-6.094
164005684	-6.093
18404634	-6.088
82075847	-6.088
21551407	-6.083
141212359	-6.082
23517052	-6.082
131028927	-6.08
135883858	-6.078
141396873	-6.078
156301266	-6.075
59208215	-6.075
89240829	-6.075
32639818	-6.073
65532876	-6.073
119004084	-6.071
66878280	-6.069
28534862	-6.065
62075008	-6.065
62074662	-6.063
137211979	-6.059
69366673	-6.057
12471476	-6.054
126674544	-6.054
28103503	-6.047
43132057	-6.047
118102443	-6.044
28554933	-6.044
58367666	-6.04
169148623	-6.038
153765365	-6.036
47187974	-6.035
62181340	-6.034
31535175	-6.032
156831803	-6.031
108069160	-6.029
31535273	-6.029
62161692	-6.026
28387549	-6.025
68756739	-6.025
135440277	-6.024
132219781	-6.022
44764071	-6.022
66745696	-6.022
57642070	-6.021
87552729	-6.021
71276874	-6.019
108068992	-6.017
85802515	-6.009
59700106	-6.004
54122437	-6.003
137242031	-6.001
85910361	-5.999
136508362	-5.997
450552	-5.997
54968725	-5.996
142990396	-5.994
12563417	-5.992
45081094	-5.989
116317283	-5.985
80583580	-5.984
61357616	-5.975
137076368	-5.974
24710600	-5.974
54671771	-5.971
141219392	-5.97
141028524	-5.967
145769789	-5.962
70906158	-5.962
13346795	-5.958
54959041	-5.955
152476187	-5.949
13667281	-5.944
117781666	-5.943
157550612	-5.941
18416298	-5.935
43599607	-5.934
67580014	-5.934
78970929	-5.928
144081107	-5.927
106218164	-5.926
60725755	-5.923
67528029	-5.922
145557483	-5.92
123260746	-5.919
651580	-5.915
123920016	-5.913
135502605	-5.912
146517038	-5.907
62181091	-5.904
144105668	-5.899
44769660	-5.894
29541399	-5.893
62140327	-5.893
154410587	-5.892
13466149	-5.889
144219362	-5.888
10	-5.887
53618873	-5.88
20357813	-5.879
25652799	-5.879
62154341	-5.875
136345787	-5.874
54950730	-5.866
144495625	-5.865
52987938	-5.865
123909110	-5.863
578218	-5.862
29922307	-5.861
167138624	-5.859
14416755	-5.856
118999822	-5.85
43252507	-5.85
62160163	-5.849
12267033	-5.848
43137144	-5.831
89542472	-5.829
90954548	-5.829
59768561	-5.828
68261222	-5.827
325987	-5.825
11008476	-5.824
47156621	-5.823
164046775	-5.815
7221440	-5.814
87697460	-5.814
132243552	-5.811
29031037	-5.807
62166888	-5.807
108069172	-5.805
112574395	-5.804
89542448	-5.803
20321197	-5.802
15154531	-5.799
53388495	-5.791
118615818	-5.785
14448129	-5.783
28375955	-5.781
62075007	-5.781
107494247	-5.775
144404811	-5.774
51076322	-5.773
143224743	-5.768
53388501	-5.768
56744367	-5.766
62161137	-5.757
55284670	-5.752
168786362	-5.749
88257803	-5.749
21029971	-5.744
146471272	-5.739
137276602	-5.737
85839189	-5.737
62159833	-5.732
138571619	-5.731
89783918	-5.731
139678920	-5.729
108069219	-5.727
62072598	-5.714
33734963	-5.713
54988145	-5.707
130249353	-5.697
15519767	-5.696
108069606	-5.693
108069573	-5.69
39543584	-5.687
52499080	-5.685
15154532	-5.684
108069212	-5.679
71862551	-5.675
506623	-5.672
28388185	-5.666
170052213	-5.663
134591810	-5.658
139512276	-5.655
220484	-5.651
71627100	-5.648
29922303	-5.64
108069140	-5.639
47231550	-5.638
58772627	-5.638
57214035	-5.635
62073450	-5.631
126568298	-5.63
21568270	-5.619
45079607	-5.615
21568183	-5.608
43251302	-5.599
130504931	-5.597
138465930	-5.596
47390719	-5.591
47167267	-5.59
29922305	-5.589
144327989	-5.583
62171627	-5.581
118599297	-5.577
43137124	-5.575
9399926	-5.574
68695914	-5.572
36005343	-5.571
58863107	-5.57
47188131	-5.56
62170639	-5.551
737633	-5.549
68261051	-5.54
129916453	-5.538
87642561	-5.537
143084848	-5.519
62172198	-5.516
116550839	-5.515
62160982	-5.506
132457727	-5.497
6933883	-5.497
43131443	-5.496
47187966	-5.496
62171314	-5.484
131967585	-5.479
55028546	-5.478
132456165	-5.474
13533250	-5.471
68699848	-5.455
107494046	-5.451
12711131	-5.449
64128153	-5.448
21673434	-5.439
164071158	-5.438
155666806	-5.433
36005523	-5.431
73012506	-5.43
64087795	-5.416
20585326	-5.411
52499081	-5.399
54413526	-5.398
43137133	-5.392
39543574	-5.37
3149352	-5.353
43252545	-5.35
59276122	-5.34
121380162	-5.337
142105299	-5.336
31535244	-5.32
13131590	-5.309
139520423	-5.306
44769615	-5.3
43252498	-5.299
89996510	-5.281
155230717	-5.278
90271760	-5.276
53726685	-5.272
164761942	-5.26
146427045	-5.253
13425159	-5.237
20207489	-5.212
62154320	-5.204
126719554	-5.2
142193516	-5.189
64127747	-5.177
100610997	-5.173
54463046	-5.158
69898147	-5.121
72217725	-5.121
11776846	-5.11
146517600	-5.107
21850029	-5.1
141318752	-5.077
130769412	-5.061
59750283	-5.057
20215021	-5.012
156894050	-5.01
53015797	-4.958
25618377	-4.936
159305576	-4.932
155733072	-4.922
54987852	-4.891
84584264	-4.887
155733030	-4.855
43319529	-4.821
154984916	-4.804
59970224	-4.776
159748527	-4.727
82075846	-4.717
143296980	-4.691
62162030	-4.672
12793687	-4.647
53015798	-4.221
139960154	-4.214
43137154	-4.19
54992502	-4.122
20499060	-3.971
20499059	-3.819
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
